category,subcategory,date,location,payee,description,method,amount
Auto/Transportation,Gasoline,6/27/16,,CHEVRON,PURCHASE AUTHORIZED ON 06/26 CHEVRON 0091623 SAN FRANCISCO CA S586178633411114 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3770
Food/Drink,Bars/Alcohol,6/27/16,,PETE'S TAVERN,PURCHASE AUTHORIZED ON 06/24 PETE'S TAVERN SAN FRANCISCO CA S306177056137618 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,11923
Food/Drink,Bars/Alcohol,6/27/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 06/24 SUPERETE MARKET SAN FRANCISCO CA S086177216831343 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,829
Food/Drink,Bars/Alcohol,6/27/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 06/25 SUPERETE MARKET SAN FRANCISCO CA S006178157735951 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,650
Food/Drink,Fast Food,6/27/16,,MCDONALD'S,PURCHASE AUTHORIZED ON 06/25 MCDONALD'S F7498 OAKLAND CA S586177689279569 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,653
Food/Drink,Fast Food,6/27/16,,PEETS COFFEE AND TEA,PURCHASE AUTHORIZED ON 06/26 PEETS 12902 SAN FRANCISCO CA S586178575721288 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,520
Food/Drink,Groceries,6/27/16,,FALLETTI FOODS,PURCHASE AUTHORIZED ON 06/23 FALLETTI FOODS SAN FRANCISCO CA S166176001075189 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1039
Food/Drink,Restaurants,6/27/16,,SQ OAKSIDE CAFE,PURCHASE AUTHORIZED ON 06/25 SQ *OAKSIDE CAFE SAN FRANCISCO CA S386177580569715 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,890
Food/Drink,Restaurants,6/27/16,,TRICK DOG,PURCHASE AUTHORIZED ON 06/23 TRICK DOG SAN FRANCISCO CA S386176088647900 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3000
Food/Drink,Restaurants,6/27/16,,TRICK DOG,PURCHASE AUTHORIZED ON 06/23 TRICK DOG SAN FRANCISCO CA S586176100539741 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2600
Travel,Rental Car,6/27/16,,LYFT RIDE FRI,PURCHASE AUTHORIZED ON 06/25 LYFT *RIDE FRI 1 LYFT.COM CA S586177208060194 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1904
Travel,Rental Car,6/27/16,,LYFT RIDE THU,PURCHASE AUTHORIZED ON 06/23 LYFT *RIDE THU 5 LYFT.COM CA S306176081316677 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1121
Travel,Rental Car,6/27/16,,LYFT RIDE THU,PURCHASE AUTHORIZED ON 06/23 LYFT *RIDE THU 8 LYFT.COM CA S386176125178767 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1503
Uncategorized Payments,Checks Written,6/27/16,,,DEPOSITED OR CASHED CHECK,Old Checking XXXXXX5384,15000
Credit Card/Loan Payments,Non-Wells Fargo Credit Card Payments,6/28/16,CITY OF INDUSTRY,CAPITAL ONE CREDIT CARD,Card Payments (non-WF)-CAPITAL ONE CREDIT CARD,PMA Checking XXXXXX5366,55968
Food/Drink,Bars/Alcohol,6/28/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 06/26 SUPERETE MARKET SAN FRANCISCO CA S086178861274176 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1925
Food/Drink,Fast Food,6/28/16,,AT&T PARK CONCESS,PURCHASE AUTHORIZED ON 06/25 AT&T PARK CONCESS SAN FRANCISCO CA S466177147711489 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2400
Food/Drink,Fast Food,6/28/16,,AT&T PARK CONCESS,PURCHASE AUTHORIZED ON 06/24 AT&T PARK CONCESS SAN FRANCISCO CA S386177069683724 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2700
Pets,Pet Food/Supplies,6/28/16,,BLACK NOSE TRADING,PURCHASE AUTHORIZED ON 06/26 BLACK NOSE TRADING SAN FRANCISCO CA S466178831971442 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1414
Food/Drink,Fast Food,6/29/16,,SQ THE LITTLE CHI,PURCHASE AUTHORIZED ON 06/28 SQ *THE LITTLE CHI SAN FRANCISCO CA S466181098919629 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2261
Bills/Utilities,Gas/Electric,6/30/16,SACRAMENTO,PACIFIC GAS & ELECTRIC -PG&E,Gas/Electric-PACIFIC GAS & ELECTRIC -PG&E,Old Checking XXXXXX5384,3976
Entertainment,Music,6/30/16,,APL ITUNES.COM BI,PURCHASE AUTHORIZED ON 06/30 APL* ITUNES.COM/BI 866-712-7753 CA S586181728176141 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1499
Food/Drink,Bars/Alcohol,6/30/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 06/28 SUPERETE MARKET SAN FRANCISCO CA S286181096949094 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1102
Food/Drink,Fast Food,6/30/16,,GHIRARDELLI,PURCHASE AUTHORIZED ON 06/28 GHIRARDELLI #136-W SAN FRANCISCO CA S386180820787213 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2494
Personal Care,Hair Care/Beauty Supply,7/1/16,,J.P KEMPT,PURCHASE WITH CASH BACK $ 15.00 AUTHORIZED ON 07/01 J.P KEMPT SAN FRANCISCO CA P00306183792090948 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,6000
Uncategorized Payments,Checks Written,7/1/16,,,DEPOSITED OR CASHED CHECK,Old Checking XXXXXX5384,15000
Insurance/Financial,Other Insurance/Financial,7/2/16,DALLAS,STATE FARM INSURANCE COMPANIES,Other Insurance/Financial-STATE FARM INSURANCE COMPANIES,Old Checking XXXXXX5384,27510
Credit Card/Loan Payments,Car Payments,7/2/16,CAROL STREAM,TOYOTA FINANCIAL SERVICES,Car Payments-TOYOTA FINANCIAL SERVICES,Old Checking XXXXXX5384,40907
Credit Card/Loan Payments,Mortgage Payments,7/2/16,Vallejo,JACKSON SQUARE WEST HOA,Mortgage Payments-Jackson Square West HOA,Old Checking XXXXXX5384,33500
Auto/Transportation,Parking/Tolls,7/5/16,,JAPAN CENTER GARAG,PURCHASE AUTHORIZED ON 07/01 JAPAN CENTER GARAG SAN FRANCISCO CA S466183148700165 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,600
Cash/ATM,Wells Fargo ATM,7/5/16,,,ATM WITHDRAWAL AUTHORIZED ON 07/02 SAN FRANCISCO DIVISAD SAN FRANCISCO CA 0005039 ATM ID 4258A CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,30000
Entertainment,Arts,7/5/16,,GAME TIME,PURCHASE AUTHORIZED ON 07/04 GAMETIME 888-361-2760 CA S386186666937599 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,12200
Entertainment,Books/Magazines/Newspapers,7/5/16,,GOOGLE GOOGLE STO,PURCHASE AUTHORIZED ON 07/03 GOOGLE *Google Sto g.co/payhelp# CA S386184685595595 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,199
Food/Drink,Fast Food,7/5/16,,CAFE MAJESTIC,PURCHASE AUTHORIZED ON 06/30 CAFE MAJESTIC SAN FRANCISCO CA S386183057311674 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2793
Food/Drink,Fast Food,7/5/16,,CHIPOTLE,PURCHASE AUTHORIZED ON 07/02 CHIPOTLE 2080 SAN FRANCISCO CA S586184700158965 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2142
Food/Drink,Fast Food,7/5/16,,PEETS COFFEE AND TEA,PURCHASE AUTHORIZED ON 07/03 PEETS 12902 SAN FRANCISCO CA S586185496486702 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1910
Food/Drink,Fast Food,7/5/16,,SQ THE LITTLE CHI,PURCHASE AUTHORIZED ON 07/04 SQ *THE LITTLE CHI SAN FRANCISCO CA S306187078272379 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3414
Food/Drink,Fast Food,7/5/16,,SQ THE LITTLE CHI,PURCHASE AUTHORIZED ON 07/01 SQ *THE LITTLE CHI SAN FRANCISCO CA S306184062249094 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1249
Food/Drink,Groceries,7/5/16,,A & M LIQUOR,PURCHASE AUTHORIZED ON 06/30 A & M LIQUOR SAN FRANCISCO CA S586183061625609 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,850
Food/Drink,Groceries,7/5/16,,FALLETTI FOODS,PURCHASE AUTHORIZED ON 07/01 FALLETTI FOODS SAN FRANCISCO CA S286184058844187 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,867
Food/Drink,Groceries,7/5/16,,FALLETTI FOODS,PURCHASE AUTHORIZED ON 07/03 FALLETTI FOODS SAN FRANCISCO CA S166185717549795 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2508
Food/Drink,Groceries,7/5/16,,FALLETTI FOODS,PURCHASE AUTHORIZED ON 07/02 FALLETTI FOODS SAN FRANCISCO CA S286185079153506 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1038
Food/Drink,Groceries,7/5/16,,FALLETTI FOODS,PURCHASE AUTHORIZED ON 07/03 FALLETTI FOODS SAN FRANCISCO CA S286186030940613 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,5035
Food/Drink,Restaurants,7/5/16,,DELESSIO MARKET AN,PURCHASE AUTHORIZED ON 07/01 DELESSIO MARKET AN SAN FRANCISCO CA S466184057310828 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,601
Food/Drink,Restaurants,7/5/16,,NOAH'S BAGELS,PURCHASE AUTHORIZED ON 07/03 NOAH'S BAGELS #212 SAN FRANCISCO CA S586185597362218 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1295
Food/Drink,Restaurants,7/5/16,,RAGAZZA,PURCHASE AUTHORIZED ON 07/02 RAGAZZA SAN FRANCISCO CA S466185082533387 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,6057
Food/Drink,Restaurants,7/5/16,,SANPPO RESTAURANT,PURCHASE AUTHORIZED ON 06/30 SANPPO RESTAURANT SAN FRANCISCO CA S386183039657669 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,11423
Food/Drink,Restaurants,7/5/16,,SUNDANCE KBB,PURCHASE AUTHORIZED ON 07/01 SUNDANCE KBB SAN FRANCISCO CA S306183080003668 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2040
Food/Drink,Restaurants,7/5/16,,SUNDANCE KBB,PURCHASE AUTHORIZED ON 07/01 SUNDANCE KBB SAN FRANCISCO CA S466183070741963 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3717
Pets,Pet Food/Supplies,7/5/16,,GREEN PAWZ,PURCHASE AUTHORIZED ON 07/01 GREEN PAWZ INC SAN FRANCISCO CA S386183740624130 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,7500
Shopping,Clothing/Accessories,7/5/16,,EXPRESS,PURCHASE AUTHORIZED ON 07/02 EXPRESS#0375 SAN FRANCISCO CA S466184746253555 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,10854
Credit Card/Loan Payments,Mortgage Payments,7/5/16,,JMAC LENDING,JMAC LENDING MTG PYMT 070116 0019271261 TRAVIS LAWRENCE 1541322890 0019271261 0O00000091003651037381,Old Checking XXXXXX5384,250586
Cash/ATM,Wells Fargo ATM,7/6/16,,,ATM WITHDRAWAL AUTHORIZED ON 07/06 4TH & BRANNAN SAN FRANCISCO CA 0005309 ATM ID 1176S CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,10000
Food/Drink,Fast Food,7/6/16,,AT&T PARK CONCESS,PURCHASE AUTHORIZED ON 07/04 AT&T PARK CONCESS SAN FRANCISCO CA S386186749559181 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1450
Food/Drink,Groceries,7/6/16,,FALLETTI FOODS,PURCHASE AUTHORIZED ON 07/04 FALLETTI FOODS SAN FRANCISCO CA S166186566546442 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,578
Shopping,Gifts,7/6/16,,AT&T PARK MERCH,PURCHASE AUTHORIZED ON 07/04 AT&T PARK MERCH 76 SAN FRANCISCO CA S386186719325648 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3800
Food/Drink,Fast Food,7/7/16,,CAL ACADEMY,PURCHASE AUTHORIZED ON 07/05 CAL ACADEMY 2306 SAN FRANCISCO CA S386187718413313 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3105
Shopping,Other Shopping,7/7/16,,PAYPAL,PAYPAL INST XFER 160707 4JT229QF5ARWL TRAVIS LAWRENCE PAYPALSI77 4JT229QF5ARWL 0O00000091004353855883,Old Checking XXXXXX5384,6500
Food/Drink,Bars/Alcohol,7/8/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 07/06 SUPERETE MARKET SAN FRANCISCO CA S286189003112590 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,829
Food/Drink,Restaurants,7/8/16,,ZUNI CAFE,PURCHASE AUTHORIZED ON 07/07 ZUNI CAFE SAN FRANCISCO CA S386190114724411 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,22718
Shopping,Other Shopping,7/8/16,,MACY'S,PURCHASE AUTHORIZED ON 07/08 MACY'S 170 O'FARREL SAN FRANCISCO CA P00000000053485541 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,4241
Shopping,Other Shopping,7/8/16,,PAYPAL,PAYPAL INST XFER 160708 CRAIGMATOES TRAVIS LAWRENCE PAYPALSI77 CRAIGMATOES 0O00000091004558068008,Old Checking XXXXXX5384,6500
Food/Drink,Bars/Alcohol,7/11/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 07/08 SUPERETE MARKET SAN FRANCISCO CA S006191146208223 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,625
Food/Drink,Fast Food,7/11/16,,PEETS COFFEE AND TEA,PURCHASE AUTHORIZED ON 07/10 PEETS 12902 SAN FRANCISCO CA S586192650827147 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2170
Food/Drink,Fast Food,7/11/16,,SQ THE LITTLE CHI,PURCHASE AUTHORIZED ON 07/08 SQ *THE LITTLE CHI SAN FRANCISCO CA S466191059042896 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3499
Food/Drink,Groceries,7/11/16,,BI-RITE DIVIS,PURCHASE AUTHORIZED ON 07/10 BI-RITE DIVIS SAN FRANCISCO CA P00306192765880831 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2385
Food/Drink,Groceries,7/11/16,,BI-RITE DIVIS,PURCHASE AUTHORIZED ON 07/09 BI-RITE DIVIS SAN FRANCISCO CA P00306191692743078 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1509
Food/Drink,Groceries,7/11/16,,FALLETTI FOODS,PURCHASE AUTHORIZED ON 07/09 FALLETTI FOODS SAN FRANCISCO CA S286192017815507 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,5479
Food/Drink,Restaurants,7/11/16,,FORGERY VERSO BAR,PURCHASE AUTHORIZED ON 07/07 FORGERY VERSO BAR SAN FRANCISCO CA S306190045316550 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,6003
Food/Drink,Restaurants,7/11/16,,MAVEN,PURCHASE AUTHORIZED ON 07/07 MAVEN SAN FRANCISCO CA S386190127663007 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3312
Bills/Utilities,Phone/Internet,7/12/16,SEATTLE,COMCAST CABLE COMMUNICATIONS -16-DIGIT ACCOUNT NUMBERS,Phone/Internet-COMCAST CABLE COMMUNICATIONS -16-DIGIT ACCOUNT NUMBERS,Old Checking XXXXXX5384,7703
Business/Office,Wholesale,7/12/16,,COLE HARDWARE,PURCHASE AUTHORIZED ON 07/11 COLE HARDWARE SAN FRANCISCO CA S306193563400248 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,4455
Food/Drink,Groceries,7/12/16,,ALPHA MARKET,PURCHASE AUTHORIZED ON 07/11 ALPHA MARKET SAN FRANCISCO CA S306193564508521 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,499
Food/Drink,Groceries,7/12/16,,FALLETTI FOODS,PURCHASE AUTHORIZED ON 07/10 FALLETTI FOODS SAN FRANCISCO CA S286193014278780 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2548
Food/Drink,Groceries,7/12/16,,FALLETTI FOODS,PURCHASE AUTHORIZED ON 07/10 FALLETTI FOODS SAN FRANCISCO CA S286192650069243 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,497
Food/Drink,Bars/Alcohol,7/13/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 07/11 SUPERETE MARKET SAN FRANCISCO CA S286194090511579 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3660
Food/Drink,Groceries,7/13/16,,FALLETTI FOODS 308 BRO,PURCHASE AUTHORIZED ON 07/12 FALLETTI FOODS 308 BRO SAN FRANCISCO CA P00386195040171776 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2072
Bills/Utilities,Phone/Internet,7/15/16,ATLANTA,AT&T MOBILITY,Phone/Internet-AT&T MOBILITY,Old Checking XXXXXX5384,12948
Food/Drink,Bars/Alcohol,7/15/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 07/13 SUPERETE MARKET SAN FRANCISCO CA S086196089137846 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2694
Food/Drink,Restaurants,7/15/16,,GOTT'S ROADSIDE,PURCHASE AUTHORIZED ON 07/14 GOTT'S ROADSIDE SAINT HELENA CA S386197052428256 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1902
Auto/Transportation,Parking/Tolls,7/18/16,,MUNICIPAL TRANSPOR,PURCHASE AUTHORIZED ON 07/15 MUNICIPAL TRANSPOR 4157014798 CA S466197840233197 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,112
Bills/Utilities,Cable/Satellite TV,7/18/16,,NETFLIX.COM,RECURRING PAYMENT AUTHORIZED ON 07/17 Netflix.com Netflix.com CA S386199441128378 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,999
Cash/ATM,Wells Fargo ATM,7/18/16,,,ATM WITHDRAWAL AUTHORIZED ON 07/18 SAN FRANCISCO DIVISAD SAN FRANCISCO CA 0008734 ATM ID 4258A CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,30000
Entertainment,Music,7/18/16,,APL ITUNES.COM BI,PURCHASE AUTHORIZED ON 07/17 APL* ITUNES.COM/BI 866-712-7753 CA S466199166558626 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,299
Food/Drink,Bars/Alcohol,7/18/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 07/15 SUPERETE MARKET SAN FRANCISCO CA S006198052300186 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2796
Food/Drink,Bars/Alcohol,7/18/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 07/14 SUPERETE MARKET SAN FRANCISCO CA S166197178926521 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1279
Food/Drink,Fast Food,7/18/16,,MCDONALD'S,PURCHASE AUTHORIZED ON 07/16 MCDONALD'S F10162 SAN FRANCISCO CA S306198656032623 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,723
Food/Drink,Fast Food,7/18/16,,PEETS COFFEE AND TEA,PURCHASE AUTHORIZED ON 07/16 PEETS 12902 SAN FRANCISCO CA S466198555348699 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2430
Food/Drink,Fast Food,7/18/16,,SQ THE LITTLE CHI,PURCHASE AUTHORIZED ON 07/15 SQ *THE LITTLE CHI SAN FRANCISCO CA S386198055065317 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3668
Food/Drink,Groceries,7/18/16,,BI-RITE DIVIS,PURCHASE AUTHORIZED ON 07/17 BI-RITE DIVIS SAN FRANCISCO CA P00466199683767501 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2801
Food/Drink,Groceries,7/18/16,,FALLETTI FOODS 308 BRO,PURCHASE AUTHORIZED ON 07/17 FALLETTI FOODS 308 BRO SAN FRANCISCO CA P00586199861612261 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,8236
Food/Drink,Restaurants,7/18/16,,HARD WATER,PURCHASE AUTHORIZED ON 07/14 HARD WATER SAN FRANCISCO CA S386197042485771 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3114
Food/Drink,Restaurants,7/18/16,,SLANTED DOOR,PURCHASE AUTHORIZED ON 07/14 SLANTED DOOR SAN FRANCISCO CA S386197149300656 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,17477
Health,Pharmacy,7/18/16,,CVS PHARMACY,PURCHASE AUTHORIZED ON 07/17 CVS/PHARMACY #10 10188 SAN FRANCISCO CA P00306199828206539 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,835
Shopping,Children's Supplies,7/18/16,,RIGHT START,PURCHASE AUTHORIZED ON 07/15 RIGHT START -034 SAN FRANCISCO CA S586197854505556 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,32448
Travel,Rental Car,7/18/16,,LYFT RIDE THU,PURCHASE AUTHORIZED ON 07/15 LYFT *RIDE THU 9 LYFT.COM CA S586197728028474 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2649
Entertainment,Music,7/19/16,,APL ITUNES.COM BI,PURCHASE AUTHORIZED ON 07/18 APL* ITUNES.COM/BI 866-712-7753 CA S306200332111648 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,299
Credit Card/Loan Payments,Non-Wells Fargo Credit Card Payments,7/19/16,CITY OF INDUSTRY,CAPITAL ONE CREDIT CARD,Card Payments (non-WF)-CAPITAL ONE CREDIT CARD,PMA Checking XXXXXX5366,256
Food/Drink,Bars/Alcohol,7/20/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 07/18 SUPERETE MARKET SAN FRANCISCO CA S166201094702404 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3018
Pets,Pet Food/Supplies,7/20/16,,BLACK NOSE TRADING,PURCHASE AUTHORIZED ON 07/18 BLACK NOSE TRADING SAN FRANCISCO CA S466201035869894 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,4731
Food/Drink,Bars/Alcohol,7/21/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 07/19 SUPERETE MARKET SAN FRANCISCO CA S006202054259267 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,1613
Food/Drink,Groceries,7/21/16,,FALLETTI FOODS 308 BRO,PURCHASE AUTHORIZED ON 07/21 FALLETTI FOODS 308 BRO SAN FRANCISCO CA P00306203573724451 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2105
Uncategorized Payments,Checks Written,7/21/16,,,DEPOSITED OR CASHED CHECK,Old Checking XXXXXX5384,7500
Food/Drink,Bars/Alcohol,7/22/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 07/20 SUPERETE MARKET SAN FRANCISCO CA S086203052501340 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,3850
Food/Drink,Fast Food,7/22/16,,PEETS COFFEE AND TEA,PURCHASE AUTHORIZED ON 07/21 PEETS 12902 SAN FRANCISCO CA S386203574595667 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,260
Food/Drink,Groceries,7/22/16,,FALLETTI FOODS 308 BRO,PURCHASE AUTHORIZED ON 07/22 FALLETTI FOODS 308 BRO SAN FRANCISCO CA P00466204677706251 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2136
Food/Drink,Restaurants,7/22/16,,SQ THE ICE CREAM,PURCHASE AUTHORIZED ON 07/21 SQ *THE ICE CREAM SAN FRANCISCO CA S306204124368856 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,2125
Health,Pharmacy,7/22/16,,WALGREENS 199 PARNASSU,PURCHASE AUTHORIZED ON 07/21 WALGREENS 199 PARNASSU SAN FRANCISCO CA P00586204117676953 CARD 8245,Debit Card/ATM Card XXXX-XXXX-XXXX-8245,7074
Auto/Transportation,Gasoline,7/25/16,,76 - 76 10093623,PURCHASE AUTHORIZED ON 07/23 76 - 76 10093623 SAN FRANCISCO CA S306205707116848 CARD 8245,Debit Card/ATM Card ...8245,3912
Auto/Transportation,Parking/Tolls,7/25/16,,MUNICIPAL TRANSPOR,PURCHASE AUTHORIZED ON 07/22 MUNICIPAL TRANSPOR 4157014798 CA S586204723136947 CARD 8245,Debit Card/ATM Card ...8245,112
Cash/ATM,Wells Fargo ATM,7/25/16,,,ATM WITHDRAWAL AUTHORIZED ON 07/24 1726 HAIGHT ST SAN FRANCISCO CA 0007222 ATM ID 9838A CARD 8245,Debit Card/ATM Card ...8245,12000
Food/Drink,Bars/Alcohol,7/25/16,,SUPERETE MARKET,PURCHASE AUTHORIZED ON 07/22 SUPERETE MARKET SAN FRANCISCO CA S286205026253759 CARD 8245,Debit Card/ATM Card ...8245,2647
Food/Drink,Fast Food,7/25/16,,PEETS COFFEE AND TEA,PURCHASE AUTHORIZED ON 07/22 PEETS 12902 SAN FRANCISCO CA S386204583281486 CARD 8245,Debit Card/ATM Card ...8245,260
Food/Drink,Fast Food,7/25/16,,PEETS COFFEE AND TEA,PURCHASE AUTHORIZED ON 07/24 PEETS 12902 SAN FRANCISCO CA S466206575690646 CARD 8245,Debit Card/ATM Card ...8245,3149
Food/Drink,Groceries,7/25/16,,FALLETTI FOODS,PURCHASE AUTHORIZED ON 07/22 FALLETTI FOODS SAN FRANCISCO CA S006204582934774 CARD 8245,Debit Card/ATM Card ...8245,399
Food/Drink,Groceries,7/25/16,,SQ RITUAL COFFEE,PURCHASE AUTHORIZED ON 07/24 SQ *RITUAL COFFEE San Francisco CA S586206654552685 CARD 8245,Debit Card/ATM Card ...8245,800
Food/Drink,Groceries,7/25/16,,WHOLEFDS CAS,PURCHASE AUTHORIZED ON 07/23 WHOLEFDS CAS #1039 SAN FRANCISCO CA S086205699087571 CARD 8245,Debit Card/ATM Card ...8245,10840
Food/Drink,Restaurants,7/25/16,,PATXI'S PIZZA-HAYE,PURCHASE AUTHORIZED ON 07/22 PATXI'S PIZZA-HAYE SAN FRANCISCO CA S306205005895331 CARD 8245,Debit Card/ATM Card ...8245,3806
